Stazione,Latitudine,Longitudine,Data_Ora,CO (mg/m³),Direzione_Vento (°N),NO2 (µg/m³),NOx (ppb),NO (ppb),O3 (µg/m³),PM10 (µg/m³),PM2-5 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Umidità_Relativa (%),Velocità_Vento (m/s)
S_Nicola_di_Melfi,41.069444,15.7225,31/03/2021 20:00,0.26,217.0,13.67,8.31,1.16,52.98,,,0.0,999.83,2.8,0.51,13.38,63.05,0.86
S_Nicola_di_Melfi,41.069444,15.7225,31/03/2021 21:00,0.29,220.0,17.38,11.55,2.46,46.31,,,0.0,1000.12,2.75,0.5,11.35,71.35,0.77
S_Nicola_di_Melfi,41.069444,15.7225,31/03/2021 22:00,0.28,201.0,10.96,6.87,1.14,45.43,,,0.0,1000.06,2.93,0.47,9.63,78.38,2.13
S_Nicola_di_Melfi,41.069444,15.7225,31/03/2021 23:00,0.29,208.0,10.07,6.48,1.21,46.32,,,0.0,999.97,3.13,0.45,9.09,78.87,2.07
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 00:00,0.27,209.0,10.9,7.27,1.57,40.47,,,0.0,1000.04,3.06,0.39,8.43,80.99,0.19
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 01:00,0.3,200.0,10.75,7.42,1.8,47.73,,,0.0,999.67,3.22,0.5,8.49,81.36,0.1
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 02:00,0.3,198.0,14.82,9.46,1.71,39.86,,,0.0,999.19,3.35,0.53,8.48,83.61,0.12
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 03:00,0.31,199.0,17.99,13.67,4.25,37.15,,,0.0,998.71,3.62,0.62,8.56,83.75,0.06
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 04:00,0.31,273.0,22.49,19.83,8.06,33.35,,,0.0,998.24,3.68,0.61,8.31,83.12,0.26
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 05:00,0.33,282.0,28.91,33.87,18.75,33.06,,,0.0,997.85,3.7,1.04,8.22,82.25,0.96
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 06:00,0.36,303.0,36.17,31.18,12.27,19.63,,,0.0,997.42,10.51,0.88,8.07,81.16,0.8
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 07:00,0.33,248.0,27.49,24.54,10.16,27.42,,,0.0,997.46,133.76,0.84,9.09,78.12,0.6
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 08:00,0.33,291.0,28.08,27.15,12.45,34.6,,,0.0,997.44,315.32,0.93,11.63,70.88,1.34
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 09:00,0.32,293.0,23.17,22.65,10.55,39.86,,,0.0,997.34,483.66,0.94,15.7,61.68,0.78
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 10:00,0.29,267.0,17.74,14.05,4.77,61.74,,,0.0,997.42,616.96,0.88,19.7,48.38,2.05
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 11:00,0.29,332.0,12.23,8.84,2.44,82.31,,,0.0,997.23,681.93,0.66,21.73,39.81,2.73
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 12:00,0.24,325.0,10.34,7.5,2.09,92.24,,,0.0,996.66,713.15,0.54,22.35,38.21,3.51
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 13:00,0.27,342.0,22.33,19.33,7.65,84.39,,,0.0,996.06,407.58,0.68,22.7,38.83,2.57
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 14:00,0.24,338.0,15.75,11.84,3.61,89.05,,,0.0,995.4,613.73,0.48,23.34,36.45,2.84
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 15:00,0.36,341.0,13.57,9.33,2.23,90.06,,,0.0,994.77,513.419,0.69,23.65,35.6,2.68
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 16:00,0.27,334.0,-9999.0,-9999.0,-9999.0,93.46,,,0.0,994.58,364.59,0.41,23.64,36.96,2.83
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 17:00,0.24,54.0,13.22,8.38,1.48,96.08,,,0.0,994.26,203.7,0.38,23.05,40.6,2.47
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 18:00,0.25,50.0,10.71,6.42,0.84,91.42,,,0.0,994.26,58.85,0.51,21.52,46.78,1.78
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 19:00,0.31,230.0,26.42,17.52,3.7,57.03,,,0.0,994.11,5.07,0.73,19.56,51.6,1.16
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 20:00,0.29,140.0,21.39,12.64,1.46,42.49,,,0.0,994.15,1.6,0.72,15.8,65.4,0.26
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 21:00,0.29,252.0,31.96,33.81,17.07,36.67,,,0.0,994.72,1.67,1.18,14.68,70.02,0.14
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 22:00,0.31,279.0,29.41,20.9,5.53,46.98,,,0.0,994.86,1.75,0.74,14.72,71.52,1.03
S_Nicola_di_Melfi,41.069444,15.7225,01/04/2021 23:00,0.31,247.0,15.79,9.93,1.67,59.84,,,0.0,994.9,2.08,0.66,13.74,74.83,0.24
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 00:00,0.32,5.0,16.06,9.51,1.11,69.73,,,0.0,994.99,2.45,0.44,13.55,75.29,0.16
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 01:00,0.29,257.0,9.85,5.95,0.82,97.12,,,0.0,994.6,2.23,0.46,15.02,63.45,2.41
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 02:00,0.28,278.0,8.34,4.86,0.55,98.94,,,0.0,994.0,2.08,0.36,14.99,60.35,2.36
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 03:00,0.27,286.0,6.62,4.0,0.57,103.37,,,0.0,993.38,1.96,0.55,15.07,58.71,3.13
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 04:00,0.26,289.0,8.19,5.03,0.78,99.29,,,0.0,992.95,2.05,0.51,14.93,58.24,2.12
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 05:00,0.27,298.0,21.41,16.35,5.14,86.66,,,0.0,992.83,2.08,0.44,15.34,55.85,2.25
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 06:00,0.27,297.0,17.36,10.99,1.93,93.14,,,0.0,992.8,5.28,0.39,15.41,54.12,1.59
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 07:00,0.27,250.0,11.34,7.84,1.92,97.28,,,0.0,992.99,103.07,0.37,15.25,57.02,2.97
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 08:00,0.26,123.0,9.6,6.14,1.13,94.9,,,0.0,993.13,268.31,0.33,16.17,56.01,1.11
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 09:00,0.26,243.0,8.47,5.81,1.38,98.26,,,0.0,993.07,480.15,0.36,18.86,48.75,2.47
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 10:00,0.26,250.0,6.38,4.02,0.71,104.9,,,0.0,992.87,602.7,0.34,20.34,47.29,3.74
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 11:00,0.24,258.0,9.39,6.44,1.53,101.21,,,0.0,992.76,677.6,0.38,21.66,47.12,3.97
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 12:00,0.23,273.0,9.43,6.13,1.22,104.16,,,0.0,992.57,705.89,0.39,22.82,45.65,3.63
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 13:00,0.25,281.0,8.29,5.83,1.5,109.75,,,0.0,991.92,653.49,0.98,23.34,43.55,3.59
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 14:00,0.26,288.0,10.13,7.3,2.0,114.94,,,0.0,991.2,609.15,1.35,23.76,43.07,4.6
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 15:00,0.27,294.0,-9999.0,-9999.0,-9999.0,120.28,,,0.0,990.49,497.35,1.18,24.03,40.19,4.75
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 16:00,0.27,299.0,7.95,4.94,0.8,125.31,,,0.0,989.99,353.5,0.5,23.82,41.1,5.1
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 17:00,0.29,305.0,11.52,6.87,0.88,126.5,,,0.0,989.82,170.3,0.61,22.93,44.67,5.19
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 18:00,0.31,275.0,13.75,8.19,1.01,105.57,,,0.0,989.85,41.24,0.75,20.94,51.94,3.11
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 19:00,0.28,246.0,8.91,5.48,0.82,106.89,,,0.0,989.68,5.69,0.78,19.22,53.93,3.41
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 20:00,0.25,239.0,8.8,5.37,0.78,100.48,,,0.0,990.27,1.67,0.74,17.89,55.94,2.99
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 21:00,0.26,277.0,10.04,6.55,1.31,88.55,,,0.0,990.04,1.64,0.74,16.16,61.37,2.09
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 22:00,0.25,278.0,11.11,7.06,1.26,87.98,,,0.0,989.75,1.56,0.65,15.53,61.56,1.77
S_Nicola_di_Melfi,41.069444,15.7225,02/04/2021 23:00,0.25,281.0,7.66,4.81,0.8,96.49,,,0.0,989.43,1.52,0.73,15.34,58.77,1.84
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 00:00,0.25,285.0,6.78,4.2,0.67,100.16,,,0.0,985.07,1.52,0.79,15.61,55.72,2.86
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 01:00,0.24,297.0,5.86,3.76,0.71,100.75,,,0.0,986.81,1.59,0.68,15.57,54.85,2.009
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 02:00,0.24,294.0,7.79,4.96,0.89,97.16,,,0.0,987.18,1.68,0.85,15.24,54.29,1.99
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 03:00,0.23,278.0,6.95,4.5,0.87,98.81,,,0.0,986.55,1.75,0.83,15.07,52.34,1.97
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 04:00,0.23,271.0,7.31,4.79,0.98,99.59,,,0.0,985.93,1.74,0.97,15.02,50.34,2.05
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 05:00,0.22,255.0,8.45,5.89,1.47,100.07,,,0.0,985.63,1.75,0.82,15.57,46.68,2.9
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 06:00,0.21,259.0,14.7,10.8,3.11,84.75,,,0.0,985.35,11.06,0.79,14.55,49.72,1.33
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 07:00,0.22,246.0,6.88,5.04,1.45,92.73,,,0.0,985.21,153.45,0.68,16.17,45.64,5.12
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 08:00,0.21,250.0,8.26,6.24,1.91,92.13,,,0.0,985.18,341.64,0.94,17.41,44.07,4.17
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 09:00,0.23,261.0,9.31,6.91,2.04,93.87,,,0.0,985.09,502.38,1.24,19.14,41.12,4.87
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 10:00,0.23,262.0,9.11,6.78,2.01,97.38,,,0.0,985.45,627.28,1.35,20.29,39.3,5.8
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 11:00,0.24,264.0,8.07,6.12,1.9,97.9,,,0.0,985.8,572.43,1.13,21.0,38.64,5.92
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 12:00,0.23,271.0,7.78,5.84,1.77,96.68,,,0.0,985.75,385.72,1.1,20.33,39.63,5.03
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 13:00,0.25,274.0,5.25,3.86,1.12,100.99,,,0.0,985.58,416.25,0.86,20.74,38.92,4.58
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 14:00,0.22,252.0,-9999.0,-9999.0,-9999.0,97.82,,,0.0,985.03,340.89,1.26,20.9,39.97,3.77
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 15:00,0.23,261.0,10.02,7.1,1.86,96.9,,,0.0,984.86,183.58,1.04,19.99,41.18,3.35
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 16:00,0.25,287.0,7.46,4.67,0.79,99.04,,,0.0,985.14,108.45,0.87,19.56,44.08,4.13
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 17:00,0.23,297.0,8.55,5.62,1.15,98.87,,,0.0,985.52,48.38,0.79,18.43,47.62,3.51
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 18:00,0.27,329.0,10.4,6.52,1.09,92.84,,,0.0,985.92,29.44,0.79,17.54,52.5,2.17
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 19:00,0.24,338.0,9.52,5.6,0.64,90.15,,,0.0,986.61,4.47,0.78,15.98,75.22,2.66
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 20:00,0.25,330.0,7.56,4.58,0.66,101.56,,,0.0,987.58,2.2,0.71,14.92,80.32,2.49
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 21:00,0.24,321.0,6.83,4.18,0.63,102.69,,,0.0,988.35,1.74,0.77,14.79,80.33,3.02
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 22:00,0.22,314.0,5.26,3.43,0.69,95.16,,,0.0,989.07,1.75,0.48,12.98,78.95,5.74
S_Nicola_di_Melfi,41.069444,15.7225,03/04/2021 23:00,0.2,280.0,3.76,2.4,0.47,94.28,,,0.0,989.88,1.71,0.5,12.11,78.92,3.68
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 00:00,0.22,331.0,5.71,3.74,0.76,91.15,,,0.0,990.5,1.71,0.46,11.75,80.74,3.83
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 01:00,0.22,321.0,4.61,3.16,0.76,90.6,,,0.0,990.6,1.77,0.5,11.25,81.58,4.21
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 02:00,0.22,312.0,4.28,3.2,0.96,85.98,,,0.0,990.42,1.83,0.49,10.91,78.74,5.23
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 03:00,0.22,300.0,3.84,2.79,0.8,82.8,,,0.0,990.12,2.43,0.52,10.72,77.13,4.87
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 04:00,0.23,293.0,3.84,2.85,0.85,79.42,,,0.0,990.07,4.89,0.54,10.41,78.09,5.22
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 05:00,0.22,303.0,4.19,2.99,0.8,77.8,,,0.0,990.61,2.48,0.57,10.63,73.98,3.74
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 06:00,0.22,315.0,5.33,3.94,1.15,74.61,,,0.0,990.92,3.14,0.61,10.64,71.75,3.32
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 07:00,0.22,320.0,5.34,3.84,1.05,75.79,,,0.0,991.26,18.36,0.62,10.34,69.39,4.26
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 08:00,0.22,316.0,5.2,3.79,1.07,82.2,,,0.0,991.88,57.12,0.58,10.22,65.9,4.21
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 09:00,0.22,281.0,5.58,3.97,1.06,78.69,,,0.0,992.28,121.6,0.58,10.46,66.78,2.39
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 10:00,0.22,307.0,5.09,3.92,1.26,76.04,,,0.0,992.83,199.21,0.59,11.16,62.89,2.94
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 11:00,0.23,327.0,5.12,3.89,1.21,77.44,,,0.0,992.86,362.96,0.61,12.08,57.16,4.92
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 12:00,0.23,329.0,4.44,3.18,0.86,84.49,,,0.0,992.56,580.28,0.63,13.19,50.16,6.06
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 13:00,0.25,332.0,-9999.0,-9999.0,-9999.0,91.34,,,0.0,992.39,536.61,0.62,13.84,38.54,6.44
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 14:00,0.24,338.0,6.09,4.05,0.87,94.19,,,0.0,992.12,526.39,0.58,13.72,36.64,5.91
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 15:00,0.25,335.0,5.32,3.91,1.13,95.24,,,0.0,991.8,536.94,0.6,13.77,34.56,6.64
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 16:00,0.23,340.0,4.66,3.46,1.02,94.17,,,0.0,991.78,362.06,0.5,13.27,35.08,6.31
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 17:00,0.22,333.0,4.69,3.24,0.8,93.98,,,0.0,992.44,223.2,0.54,12.68,36.82,6.01
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 18:00,0.23,337.0,4.24,3.31,1.09,94.36,,,0.0,992.88,66.76,0.53,11.42,40.42,5.53
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 19:00,0.23,319.0,5.5,3.62,0.75,87.25,,,0.0,993.65,6.72,0.5,9.77,45.54,2.65
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 20:00,0.24,307.0,6.41,4.21,0.87,82.01,,,0.0,994.32,1.84,0.51,8.49,52.02,3.45
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 21:00,0.24,287.0,6.55,4.39,0.97,73.2,,,0.0,994.81,1.8,0.37,6.59,61.99,2.74
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 22:00,0.25,292.0,6.8,4.52,0.96,74.64,,,0.0,994.59,1.8,0.45,6.41,61.15,2.75
S_Nicola_di_Melfi,41.069444,15.7225,04/04/2021 23:00,0.25,286.0,7.41,4.8,0.93,72.16,,,0.0,994.59,1.79,0.45,5.43,65.069,2.6
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 00:00,0.25,290.0,5.71,4.09,1.1,73.2,,,0.0,994.68,1.78,0.41,4.8,66.3,2.42
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 01:00,0.25,285.0,6.59,4.42,0.97,73.56,,,0.0,994.56,1.82,0.4,4.73,65.04,1.33
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 02:00,0.24,153.0,7.05,4.43,0.75,58.13,,,0.0,994.37,1.85,0.42,3.05,72.27,0.38
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 03:00,0.23,74.0,7.36,4.96,1.11,48.33,,,0.0,994.04,1.86,0.43,2.0,79.48,0.13
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 04:00,0.24,75.0,8.5,5.91,1.46,47.69,,,0.0,993.61,1.91,0.41,2.029,80.46,0.0
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 05:00,0.24,74.0,9.09,6.25,1.5,47.62,,,0.0,993.24,1.89,0.32,1.83,80.53,0.07
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 06:00,0.24,73.0,10.06,6.82,1.56,44.03,,,0.0,993.27,18.67,0.32,1.46,82.18,0.02
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 07:00,0.24,321.0,10.26,7.07,1.71,44.98,,,0.0,993.56,174.44,0.37,3.02,76.52,0.33
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 08:00,0.24,321.0,12.32,8.65,2.21,45.89,,,0.0,993.82,357.01,0.44,7.26,65.57,0.03
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 09:00,0.24,305.0,10.29,6.94,1.55,71.71,,,0.0,993.76,523.08,0.47,9.8,55.35,1.35
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 10:00,0.25,354.0,8.91,5.57,0.91,81.41,,,0.0,993.57,665.07,0.5,11.61,49.12,0.99
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 11:00,0.25,43.0,8.84,5.47,0.85,86.03,,,0.0,993.33,633.76,0.51,12.6,44.25,1.17
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 12:00,0.25,91.0,-9999.0,-9999.0,-9999.0,89.75,,,0.0,992.62,644.92,0.59,12.62,44.18,1.83
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 13:00,0.26,28.0,10.42,6.06,0.62,90.66,,,0.0,992.08,715.63,0.54,13.47,39.61,2.19
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 14:00,0.26,324.0,9.03,5.67,0.95,91.73,,,0.0,991.09,657.05,0.52,14.23,39.41,2.02
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 15:00,0.24,61.0,8.71,5.25,0.71,94.97,,,0.0,989.96,537.11,0.52,14.79,38.44,1.51
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 16:00,0.23,61.0,8.07,5.01,0.8,95.6,,,0.0,989.07,388.09,0.6,15.13,38.31,1.72
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 17:00,0.23,109.0,8.3,5.07,0.73,96.86,,,0.0,988.63,222.53,0.45,15.01,39.11,1.88
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 18:00,0.24,76.0,8.33,5.13,0.78,95.69,,,0.0,988.28,60.07,0.49,14.13,41.52,1.27
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 19:00,0.24,67.0,9.13,5.72,0.95,83.5,,,0.0,987.77,5.95,0.44,10.91,52.67,1.46
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 20:00,0.26,73.0,10.75,6.26,0.65,74.46,,,0.0,988.16,1.67,0.42,9.56,54.74,0.13
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 21:00,0.26,289.0,12.84,7.86,1.14,60.27,,,0.0,988.37,1.66,0.49,8.57,58.06,0.63
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 22:00,0.26,208.0,9.18,5.52,0.74,47.28,,,0.0,988.09,1.67,0.44,5.94,71.59,0.95
S_Nicola_di_Melfi,41.069444,15.7225,05/04/2021 23:00,0.27,208.0,8.4,5.31,0.92,48.96,,,0.0,987.45,1.69,0.46,5.44,74.28,1.86
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 00:00,0.27,219.0,9.01,5.52,0.81,60.82,,,0.0,986.83,1.72,0.49,6.28,72.36,0.87
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 01:00,0.26,227.0,7.25,4.43,0.66,82.79,,,0.0,985.91,1.78,0.44,8.07,69.77,2.62
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 02:00,0.26,266.0,5.96,3.81,0.7,85.36,,,0.0,985.09,1.79,0.5,8.66,62.7,1.03
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 03:00,0.23,238.0,6.73,4.18,0.68,90.13,,,0.0,984.28,1.79,0.54,9.56,58.8,1.9
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 04:00,0.22,217.0,7.42,5.22,1.34,80.35,,,0.0,983.48,1.8,0.41,8.34,63.57,1.81
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 05:00,0.23,278.0,7.84,5.42,1.33,95.18,,,0.0,982.97,1.81,0.46,9.7,58.63,3.02
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 06:00,0.23,288.0,9.1,6.55,1.79,95.3,,,0.0,982.53,26.9,0.49,9.84,53.31,3.02
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 07:00,0.23,274.0,8.66,5.99,1.47,96.26,,,0.0,982.34,198.08,0.48,11.41,51.74,5.99
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 08:00,0.22,244.0,7.68,5.84,1.83,95.85,,,0.0,982.2,298.75,0.57,12.99,51.61,3.92
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 09:00,0.21,252.0,7.75,6.19,2.14,95.57,,,0.0,981.79,319.03,0.62,13.72,52.33,4.93
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 10:00,0.23,262.0,7.48,5.85,1.94,97.91,,,0.0,981.19,598.24,0.7,15.82,46.3,6.05
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 11:00,0.23,244.0,-9999.0,-9999.0,-9999.0,99.19,,,0.0,980.64,742.75,0.63,17.23,46.25,6.43
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 12:00,0.22,252.0,8.5,5.93,1.49,99.67,,,0.0,979.88,787.38,0.6,18.02,43.93,7.65
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 13:00,0.22,256.0,8.35,6.31,1.94,99.13,,,0.0,979.51,398.35,0.67,17.32,43.38,6.67
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 14:00,0.22,253.0,8.63,6.01,1.5,99.0,,,0.0,979.06,355.62,0.5,17.12,44.24,6.3
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 15:00,0.2,237.0,6.78,4.82,1.28,99.46,,,0.0,978.47,492.19,0.39,17.24,45.27,6.13
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 16:00,0.22,238.0,6.15,4.66,1.45,100.49,,,0.0,977.98,353.8,0.34,17.14,43.99,6.76
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 17:00,0.22,241.0,5.13,3.59,0.91,101.07,,,0.0,977.22,110.58,0.35,16.23,43.17,6.36
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 18:00,0.22,257.0,6.94,4.67,1.05,99.87,,,0.0,976.79,36.58,0.42,16.3,44.37,7.16
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 19:00,0.22,259.0,7.17,5.1,1.35,99.18,,,0.0,976.18,5.47,0.35,15.23,51.09,8.75
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 20:00,0.21,289.0,5.9,3.65,0.62,97.78,,,0.0,977.24,1.55,0.3,14.53,53.48,3.6
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 21:00,0.23,301.0,6.74,3.99,0.51,92.51,,,0.0,979.18,1.58,0.48,13.77,58.63,6.36
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 22:00,0.22,312.0,4.58,2.95,0.58,84.76,,,0.0,980.93,2.15,0.43,8.47,70.53,6.73
S_Nicola_di_Melfi,41.069444,15.7225,06/04/2021 23:00,0.24,311.0,4.15,2.55,0.43,84.29,,,0.0,982.29,5.89,0.3,6.66,80.81,6.45
S_Nicola_di_Melfi,41.069444,15.7225,07/04/2021 00:00,0.23,306.0,4.15,2.71,0.57,83.54,,,0.0,983.25,4.87,0.3,6.01,80.84,4.34
S_Nicola_di_Melfi,41.069444,15.7225,07/04/2021 01:00,0.22,302.0,4.96,3.37,0.78,82.72,,,0.0,983.79,5.16,0.28,5.7,82.18,3.51
S_Nicola_di_Melfi,41.069444,15.7225,07/04/2021 02:00,0.23,293.0,6.43,4.14,0.79,79.03,,,0.0,983.88,4.92,0.31,5.74,80.75,2.44
S_Nicola_di_Melfi,41.069444,15.7225,07/04/2021 03:00,0.23,306.0,6.27,4.01,0.75,78.15,,,0.0,983.97,3.04,0.38,6.0,77.23,3.12
S_Nicola_di_Melfi,41.069444,15.7225,07/04/2021 04:00,0.23,299.0,5.64,3.8,0.86,79.92,,,0.0,984.29,2.69,0.29,5.82,76.87,4.07
S_Nicola_di_Melfi,41.069444,15.7225,07/04/2021 05:00,0.23,293.0,7.63,5.26,1.28,78.27,,,0.0,984.62,2.83,0.32,5.63,79.97,3.05
