Stazione,Latitudine,Longitudine,Data_Ora,Benzene (µg/m³),CO (mg/m³),Direzione_Vento (°N),Etilbenzene (µg/m³),m-Xilene (µg/m³),Metano (ppm),NMHC (ppm),NO2 (µg/m³),NOx (ppb),NO (ppb),o-Xilene (µg/m³),O3 (µg/m³),p-Xilene (µg/m³),PM10 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Toluene (µg/m³),Umidità_Relativa (%),Velocità_Vento (m/s)
Pisticci,40.420277,16.548333,23/07/2021 11:00,-9999.0,0.2,89.75,-9999.0,-9999.0,1.84,0.36,5.41,-9999.0,-9999.0,-9999.0,120.55,-9999.0,,0.0,1006.18,884.83,5.91,36.78,-9999.0,25.6,1.1
Pisticci,40.420277,16.548333,23/07/2021 12:00,-9999.0,0.2,-9999.0,-9999.0,-9999.0,1.83,0.37,5.53,4.15,1.25,-9999.0,122.91,-9999.0,,0.0,1005.48,973.23,6.49,37.98,-9999.0,24.59,-9999.0
Pisticci,40.420277,16.548333,23/07/2021 13:00,-9999.0,0.23,45.98,-9999.0,-9999.0,1.81,0.38,6.39,4.45,1.11,-9999.0,125.76,-9999.0,,0.0,1004.62,962.37,1.68,39.12,-9999.0,24.24,1.36
Pisticci,40.420277,16.548333,23/07/2021 14:00,3.42,0.23,67.36,11.79,13.61,1.81,0.45,11.16,7.16,1.33,14.26,126.73,12.5,,0.0,1003.84,789.79,2.01,39.28,8.33,24.56,1.7
Pisticci,40.420277,16.548333,23/07/2021 15:00,1.24,0.23,157.98,5.19,6.98,1.79,0.48,8.26,5.25,0.93,7.07,128.06,5.89,,0.0,1003.55,448.06,1.16,37.93,5.49,26.85,1.61
Pisticci,40.420277,16.548333,23/07/2021 16:00,3.33,0.24,112.42,3.04,4.65,1.79,0.47,10.0,6.2,1.01,4.64,125.78,3.71,,0.0,1003.65,377.43,0.42,37.19,3.52,27.7,1.92
Pisticci,40.420277,16.548333,23/07/2021 17:00,1.47,0.23,112.69,2.38,3.47,1.8,0.46,8.5,5.25,0.85,3.68,135.55,2.81,,0.0,1003.54,278.09,0.28,37.17,2.95,28.13,1.64
Pisticci,40.420277,16.548333,23/07/2021 18:00,1.26,0.25,179.23,1.46,2.98,1.8,0.46,11.34,6.87,0.97,2.53,131.64,1.96,,0.0,1003.93,72.25,0.01,35.31,2.19,31.68,0.61
Pisticci,40.420277,16.548333,23/07/2021 19:00,2.12,0.25,67.34,1.35,2.15,1.82,0.44,11.2,6.95,1.12,2.25,134.34,1.35,,0.0,1004.21,20.01,0.67,34.44,2.37,34.12,0.57
Pisticci,40.420277,16.548333,23/07/2021 20:00,2.31,0.28,89.93,0.93,1.53,1.84,0.45,15.71,9.41,1.21,1.11,103.53,0.82,,0.0,1004.64,0.0,0.41,31.27,2.18,41.28,0.3
Pisticci,40.420277,16.548333,23/07/2021 21:00,1.56,0.35,314.96,0.88,1.8,1.87,0.45,25.6,14.51,1.11,0.77,74.0,1.09,,0.0,1005.46,0.0,0.02,28.51,2.23,48.53,0.15
Pisticci,40.420277,16.548333,23/07/2021 22:00,0.77,0.31,246.1,0.18,1.35,1.87,0.4,37.03,24.83,5.43,0.55,42.13,0.1,,0.0,1006.02,0.0,0.02,26.48,2.62,54.25,0.04
Pisticci,40.420277,16.548333,23/07/2021 23:00,0.69,0.24,224.18,0.38,1.29,1.88,0.37,32.06,18.5,1.74,0.08,32.73,0.55,,0.0,1006.16,0.0,1.44,25.05,1.96,59.87,0.12
Pisticci,40.420277,16.548333,24/07/2021 00:00,0.65,0.22,248.55,0.23,1.18,2.009,0.39,17.99,11.17,1.79,0.04,50.78,0.44,,0.0,1006.21,0.0,1.97,24.7,1.79,62.72,0.19
Pisticci,40.420277,16.548333,24/07/2021 01:00,0.53,0.21,293.18,0.33,1.18,1.96,0.37,9.99,6.52,1.31,0.03,63.65,0.9,,0.0,1005.97,0.0,3.43,25.22,1.84,60.29,0.3
Pisticci,40.420277,16.548333,24/07/2021 02:00,0.49,0.21,268.75,0.22,1.08,1.91,0.35,8.93,5.79,1.14,0.11,66.56,0.43,,0.0,1005.85,0.0,1.93,24.67,1.77,60.67,0.18
Pisticci,40.420277,16.548333,24/07/2021 03:00,0.41,0.19,246.05,0.31,0.69,1.96,0.37,12.09,7.68,1.36,0.48,58.54,0.18,,0.0,1005.72,0.0,1.45,23.87,1.72,63.08,0.18
Pisticci,40.420277,16.548333,24/07/2021 04:00,0.41,0.19,247.68,0.24,0.86,2.41,0.43,7.54,5.16,1.22,0.11,55.19,0.32,,0.0,1005.55,0.0,4.03,23.42,1.57,65.64,0.2
Pisticci,40.420277,16.548333,24/07/2021 05:00,0.43,0.2,-9999.0,0.08,1.32,2.08,0.39,17.66,10.89,1.65,0.13,39.82,0.17,,0.0,1005.67,0.01,1.69,23.01,1.41,69.03,-9999.0
Pisticci,40.420277,16.548333,24/07/2021 06:00,0.59,0.23,115.09,0.25,0.84,2.0,0.46,25.98,17.79,4.15,0.36,30.04,0.11,,0.0,1005.92,57.48,0.68,23.93,1.42,70.68,0.23
Pisticci,40.420277,16.548333,24/07/2021 07:00,0.62,0.22,268.53,0.17,1.01,1.97,0.54,19.04,13.1,3.11,0.28,52.14,0.19,,0.0,1006.11,227.81,-9999.0,27.75,8.98,63.94,0.24
Pisticci,40.420277,16.548333,24/07/2021 08:00,0.48,0.22,336.4,0.1,0.6,-9999.0,-9999.0,8.52,5.66,1.21,0.15,92.28,0.21,,0.0,1006.2,423.07,3.88,31.79,29.44,52.02,0.42
Pisticci,40.420277,16.548333,24/07/2021 09:00,0.55,-9999.0,336.38,0.34,0.85,1.86,0.37,6.3,4.17,0.87,0.27,121.08,0.34,,0.0,1005.93,609.82,1.56,34.27,6.8,46.04,0.89
Pisticci,40.420277,16.548333,24/07/2021 10:00,0.54,0.25,338.31,0.38,0.82,1.85,0.39,5.67,-9999.0,-9999.0,0.14,129.33,0.29,,0.0,1005.45,766.34,3.85,36.1,3.58,42.91,1.02
Pisticci,40.420277,16.548333,24/07/2021 11:00,0.63,0.25,337.14,0.56,0.64,1.83,0.45,5.4,3.75,0.93,0.54,140.92,0.65,,0.0,1004.84,861.64,5.36,37.45,3.33,40.07,1.13
Pisticci,40.420277,16.548333,24/07/2021 12:00,0.8,0.24,269.49,0.47,1.03,1.81,0.47,5.74,4.07,1.08,0.85,137.93,0.51,,0.0,1004.17,975.01,3.9,39.23,8.33,35.23,1.15
Pisticci,40.420277,16.548333,24/07/2021 13:00,0.87,0.23,45.15,0.39,0.44,1.79,0.5,6.59,4.52,1.11,0.34,136.11,0.26,,0.0,1003.5,838.12,4.01,40.15,3.72,30.94,1.19
Pisticci,40.420277,16.548333,24/07/2021 14:00,1.01,0.28,112.83,0.34,0.04,1.78,0.53,8.53,5.23,0.8,0.08,139.76,0.56,,0.0,1003.25,656.65,2.07,38.73,3.89,37.81,2.11
Pisticci,40.420277,16.548333,24/07/2021 15:00,0.96,0.27,112.18,0.5,0.0,1.79,0.53,7.95,5.04,0.88,0.11,143.58,0.47,,0.0,1003.26,646.11,2.8,38.25,2.76,39.41,2.36
Pisticci,40.420277,16.548333,24/07/2021 16:00,1.07,0.27,112.81,0.46,0.01,1.79,0.55,7.48,4.43,0.59,0.53,148.2,0.7,,0.0,1003.45,548.33,0.93,38.21,2.52,37.89,2.009
Pisticci,40.420277,16.548333,24/07/2021 17:00,1.1,0.27,112.47,0.5,0.01,1.79,0.52,7.63,4.64,0.72,0.44,151.63,0.43,,0.0,1003.58,350.55,0.05,38.03,2.27,36.5,1.5
Pisticci,40.420277,16.548333,24/07/2021 18:00,1.12,0.26,112.93,0.45,0.0,1.79,0.53,8.58,5.44,0.95,0.89,147.61,0.45,,0.0,1003.9,110.35,0.09,36.58,2.31,38.56,1.27
Pisticci,40.420277,16.548333,24/07/2021 19:00,1.04,0.26,111.98,0.36,0.48,1.79,0.49,8.33,5.5,1.12,0.08,135.35,0.26,,0.0,1004.52,17.52,0.51,34.52,2.2,43.47,1.11
Pisticci,40.420277,16.548333,24/07/2021 20:00,0.87,0.34,68.15,0.35,0.62,1.81,0.45,11.02,6.68,0.96,0.68,114.05,0.34,,0.0,1004.81,0.0,0.0,31.47,1.95,54.54,0.57
Pisticci,40.420277,16.548333,24/07/2021 21:00,0.69,0.34,339.53,0.44,0.44,1.84,0.43,20.88,12.12,1.2,0.62,88.28,0.32,,0.0,1005.4,0.0,0.05,28.83,2.009,59.91,0.1
Pisticci,40.420277,16.548333,24/07/2021 22:00,1.01,0.31,298.15,0.17,0.76,1.85,0.4,26.87,15.24,1.22,0.39,67.64,0.39,,0.0,1005.58,0.0,0.38,27.02,2.07,65.01,0.14
Pisticci,40.420277,16.548333,24/07/2021 23:00,0.6,0.29,318.56,0.18,0.61,1.88,0.38,21.94,13.06,1.57,0.21,59.18,0.29,,0.0,1005.98,0.0,0.9,25.74,1.71,68.17,0.15
Pisticci,40.420277,16.548333,25/07/2021 00:00,0.42,0.27,268.04,0.03,0.41,1.97,0.4,20.84,12.49,1.61,0.06,55.57,0.27,,0.0,1006.26,0.0,2.13,24.73,1.63,70.35,0.05
Pisticci,40.420277,16.548333,25/07/2021 01:00,0.47,0.26,89.13,0.11,0.42,2.009,0.4,18.92,11.68,1.79,0.12,49.35,0.09,,0.0,1005.83,0.0,2.06,24.08,2.77,72.59,0.19
Pisticci,40.420277,16.548333,25/07/2021 02:00,0.44,0.25,316.66,0.09,0.68,1.96,0.41,14.66,9.15,1.5,0.04,41.51,0.07,,0.0,1005.68,0.0,1.31,23.35,3.31,74.79,0.13
Pisticci,40.420277,16.548333,25/07/2021 03:00,0.44,0.25,245.43,0.06,0.88,1.99,0.45,17.14,10.67,1.72,0.12,36.78,0.08,,0.0,1005.73,0.0,1.01,22.4,3.89,77.87,0.08
Pisticci,40.420277,16.548333,25/07/2021 04:00,0.46,0.23,172.11,0.21,1.15,1.97,0.44,12.4,8.21,1.71,0.07,37.25,0.08,,0.0,1005.72,0.0,2.47,21.87,8.7,80.5,0.03
Pisticci,40.420277,16.548333,25/07/2021 05:00,0.44,0.24,244.91,0.24,1.09,2.17,0.48,15.41,10.12,2.07,0.07,24.5,0.05,,0.0,1005.97,0.02,2.72,21.56,11.8,82.62,0.13
Pisticci,40.420277,16.548333,25/07/2021 06:00,0.35,0.26,69.79,0.08,1.12,2.23,0.51,18.48,12.46,2.78,0.05,25.32,0.09,,0.0,1005.97,48.28,-9999.0,22.6,14.58,83.03,0.08
Pisticci,40.420277,16.548333,25/07/2021 07:00,0.4,0.26,249.95,0.07,0.82,-9999.0,-9999.0,13.12,9.23,2.36,0.03,45.98,0.15,,0.0,1006.34,205.45,1.53,26.53,16.05,76.56,0.11
Pisticci,40.420277,16.548333,25/07/2021 08:00,0.4,-9999.0,67.4,0.13,0.7,1.96,0.44,8.39,5.79,1.4,0.06,81.98,0.06,,0.0,1006.64,405.99,2.12,29.89,8.039,60.99,0.53
Pisticci,40.420277,16.548333,25/07/2021 09:00,0.37,0.23,67.17,0.24,0.43,1.9,0.39,5.69,-9999.0,-9999.0,0.05,93.72,0.07,,0.0,1006.24,586.81,1.29,32.9,8.27,53.56,0.87
Pisticci,40.420277,16.548333,25/07/2021 10:00,0.42,0.23,113.59,0.09,0.22,1.86,0.4,6.56,4.49,1.06,0.07,110.79,0.03,,0.0,1005.97,747.82,3.86,35.41,5.03,48.08,1.17
Pisticci,40.420277,16.548333,25/07/2021 11:00,0.79,0.24,112.32,0.17,0.23,1.83,0.42,5.6,4.27,1.37,0.48,127.62,0.21,,0.0,1005.75,825.59,7.79,37.78,3.37,38.73,1.86
Pisticci,40.420277,16.548333,25/07/2021 12:00,0.68,0.26,112.49,0.08,0.26,1.81,0.47,4.97,3.57,0.98,0.11,127.05,0.07,,0.0,1005.39,734.87,4.98,37.06,2.32,43.81,2.71
Pisticci,40.420277,16.548333,25/07/2021 13:00,0.54,0.25,112.96,0.39,0.33,1.8,0.49,5.83,3.79,0.78,0.47,128.25,0.22,,0.0,1005.01,890.73,3.4,37.64,2.22,41.98,2.61
Pisticci,40.420277,16.548333,25/07/2021 14:00,0.63,0.24,112.36,0.12,0.01,1.79,0.5,5.41,3.57,0.77,0.39,130.96,0.03,,0.0,1004.57,795.65,3.17,37.66,2.25,37.55,3.16
Pisticci,40.420277,16.548333,25/07/2021 15:00,0.71,0.24,111.93,0.11,0.02,1.79,0.5,5.63,3.61,0.71,0.08,129.74,0.13,,0.0,1004.42,678.08,1.39,37.6,1.96,35.65,2.62
Pisticci,40.420277,16.548333,25/07/2021 16:00,0.72,0.24,111.85,0.07,0.02,1.79,0.49,5.38,3.49,0.72,0.04,127.33,0.07,,0.0,1004.02,516.63,0.39,36.86,1.84,37.12,2.63
Pisticci,40.420277,16.548333,25/07/2021 17:00,0.7,0.24,112.46,0.04,0.01,1.77,0.5,6.07,3.99,0.83,0.25,123.83,0.04,,0.0,1004.07,289.7,0.68,36.07,1.75,38.04,2.02
Pisticci,40.420277,16.548333,25/07/2021 18:00,0.69,0.25,67.55,0.04,0.13,1.79,0.47,6.44,4.14,0.78,0.07,118.11,0.06,,0.0,1004.37,114.09,0.09,34.67,1.67,41.01,1.74
Pisticci,40.420277,16.548333,25/07/2021 19:00,0.62,0.25,90.15,0.1,0.4,1.79,0.45,6.74,4.4,0.83,0.24,113.21,0.07,,0.0,1004.91,15.94,0.23,32.35,1.47,52.99,1.26
Pisticci,40.420277,16.548333,25/07/2021 20:00,1.03,0.26,112.17,0.04,0.13,1.8,0.45,11.9,7.35,1.14,0.2,98.38,0.09,,0.0,1005.27,0.0,0.5,30.88,1.26,61.44,0.65
Pisticci,40.420277,16.548333,25/07/2021 21:00,0.59,0.27,134.75,0.04,0.05,1.82,0.46,10.2,6.38,1.07,0.06,95.27,0.1,,0.0,1005.7,0.0,0.73,29.76,1.09,67.15,0.44
Pisticci,40.420277,16.548333,25/07/2021 22:00,0.32,0.26,247.07,0.2,0.17,1.83,0.41,17.19,9.98,0.99,0.14,74.23,0.07,,0.0,1006.13,0.0,0.02,28.3,1.52,72.19,0.07
Pisticci,40.420277,16.548333,25/07/2021 23:00,0.32,0.25,247.75,0.05,0.31,1.91,0.4,14.15,8.58,1.19,0.11,68.49,0.12,,0.0,1006.24,0.0,0.44,27.43,0.96,76.69,0.26
Pisticci,40.420277,16.548333,26/07/2021 00:00,0.33,0.25,242.54,0.12,0.45,1.93,0.42,15.1,9.18,1.27,0.06,52.81,0.05,,0.0,1006.17,0.0,3.22,26.95,0.78,78.12,0.12
Pisticci,40.420277,16.548333,26/07/2021 01:00,0.31,0.26,118.42,0.14,0.51,1.91,0.42,15.16,9.34,1.41,0.19,44.3,0.04,,0.0,1005.78,0.0,3.81,26.01,1.72,80.1,0.0
Pisticci,40.420277,16.548333,26/07/2021 02:00,0.38,0.25,244.06,0.05,0.41,1.92,0.42,12.67,8.07,1.46,0.14,38.64,0.09,,0.0,1005.62,0.0,3.18,25.07,2.14,82.02,0.09
Pisticci,40.420277,16.548333,26/07/2021 03:00,0.35,0.24,294.0,0.04,0.65,2.02,0.43,10.92,7.38,1.64,0.09,35.15,0.07,,0.0,1005.7,0.0,2.14,24.4,3.1,85.31,0.12
Pisticci,40.420277,16.548333,26/07/2021 04:00,0.29,0.22,245.05,0.06,1.04,2.23,0.44,9.82,6.75,1.6,0.19,33.21,0.06,,0.0,1005.59,0.0,1.68,24.16,3.42,86.34,0.16
Pisticci,40.420277,16.548333,26/07/2021 05:00,0.3,0.24,247.26,0.06,0.75,2.27,0.45,18.58,13.29,3.55,0.05,21.18,0.11,,0.0,1005.7,0.0,-9999.0,23.4,2.07,87.62,0.14
Pisticci,40.420277,16.548333,26/07/2021 06:00,0.24,0.26,314.32,0.05,0.49,-9999.0,-9999.0,24.55,20.83,7.97,0.11,14.11,0.13,,0.0,1006.18,34.69,2.39,23.48,1.75,88.18,0.05
Pisticci,40.420277,16.548333,26/07/2021 07:00,0.29,-9999.0,225.04,0.08,0.47,1.95,0.39,16.84,12.04,3.23,0.15,41.95,0.05,,0.0,1006.7,165.41,1.82,26.54,1.69,84.26,0.3
Pisticci,40.420277,16.548333,26/07/2021 08:00,0.3,0.22,338.42,0.02,0.96,1.89,0.38,7.74,-9999.0,-9999.0,0.06,71.95,0.17,,0.0,1007.23,219.75,0.76,29.53,1.39,65.6,0.45
Pisticci,40.420277,16.548333,26/07/2021 09:00,0.28,0.21,66.85,5.67,0.28,1.88,0.41,7.99,5.57,1.38,0.06,85.28,0.07,,0.2,1007.37,554.62,7.46,32.83,1.03,55.26,0.53
Pisticci,40.420277,16.548333,26/07/2021 10:00,0.35,0.23,68.46,0.08,0.32,1.86,0.44,55.64,50.93,21.85,0.11,50.86,0.13,,0.0,1007.32,612.77,9.48,36.09,1.09,41.97,0.59
Pisticci,40.420277,16.548333,26/07/2021 11:00,0.4,0.24,67.65,0.11,0.29,1.84,0.43,22.46,16.34,4.6,0.09,101.23,0.1,,0.0,1006.84,690.89,9.41,38.64,6.83,37.16,0.77
Pisticci,40.420277,16.548333,26/07/2021 12:00,0.59,0.25,113.1,0.2,0.62,1.82,0.47,6.67,4.74,1.24,0.14,124.29,0.14,,0.0,1006.53,745.29,7.54,40.08,2.48,34.4,1.37
Pisticci,40.420277,16.548333,26/07/2021 13:00,0.7,0.29,67.94,0.15,0.35,1.81,0.51,7.22,4.72,0.97,0.18,135.11,0.41,,0.0,1006.26,575.73,6.66,39.78,1.9,37.73,2.04
Pisticci,40.420277,16.548333,26/07/2021 14:00,0.56,0.31,111.8,0.05,0.07,1.8,0.55,8.74,5.42,0.87,0.05,121.15,0.31,,0.0,1006.25,560.17,7.13,37.94,1.66,50.14,2.26
Pisticci,40.420277,16.548333,26/07/2021 15:00,0.52,0.29,90.1,0.04,0.02,1.79,0.56,7.99,4.94,0.82,0.05,117.41,0.04,,0.0,1006.33,671.21,5.31,37.95,1.52,49.71,2.37
Pisticci,40.420277,16.548333,26/07/2021 16:00,0.51,0.29,90.19,0.07,0.12,1.78,0.56,7.34,4.52,0.72,0.09,117.96,0.08,,0.0,1006.19,518.87,3.13,37.11,1.36,49.0,2.65
Pisticci,40.420277,16.548333,26/07/2021 17:00,0.51,0.29,89.78,0.1,0.02,1.79,0.55,7.13,4.43,0.75,0.1,109.55,0.26,,0.0,1006.19,320.87,0.31,35.17,1.37,55.48,2.36
Pisticci,40.420277,16.548333,26/07/2021 18:00,0.54,0.28,89.94,0.04,0.05,1.77,0.54,6.71,4.42,0.93,0.07,102.26,0.09,,0.0,1006.37,114.26,0.79,33.21,1.38,64.04,1.94
Pisticci,40.420277,16.548333,26/07/2021 19:00,0.4,0.26,112.05,0.02,0.06,1.78,0.52,7.35,5.05,1.2,0.2,92.53,0.03,,0.0,1006.87,22.43,1.42,31.71,1.15,70.69,1.23
Pisticci,40.420277,16.548333,26/07/2021 20:00,0.36,0.23,111.95,0.03,0.24,1.79,0.48,7.35,4.78,0.97,0.05,76.88,0.03,,0.0,1007.43,0.0,1.0,30.12,0.96,79.71,0.83
Pisticci,40.420277,16.548333,26/07/2021 21:00,0.37,0.21,178.56,0.17,0.5,1.81,0.45,8.42,5.55,1.18,0.29,65.02,0.28,,0.0,1008.09,0.0,1.61,28.75,1.15,84.11,0.26
Pisticci,40.420277,16.548333,26/07/2021 22:00,0.31,0.23,293.64,0.1,0.5,1.82,0.42,14.65,8.98,1.33,0.05,50.64,0.05,,0.0,1008.45,0.0,2.68,27.66,0.7,87.71,0.07
Pisticci,40.420277,16.548333,26/07/2021 23:00,0.24,0.21,337.38,0.08,0.36,1.83,0.4,9.08,6.01,1.26,0.12,43.44,0.15,,0.0,1008.66,0.0,2.69,27.01,0.72,91.18,0.03
Pisticci,40.420277,16.548333,27/07/2021 00:00,0.24,0.2,312.53,0.07,1.36,1.84,0.4,8.39,5.66,1.29,0.09,35.03,0.07,,0.0,1008.63,0.0,6.18,26.19,0.99,93.38,0.21
Pisticci,40.420277,16.548333,27/07/2021 01:00,0.23,0.2,294.04,0.11,1.59,1.92,0.43,7.73,5.39,1.38,0.07,31.17,0.09,,0.0,1008.56,0.0,12.46,25.74,0.97,94.88,0.22
Pisticci,40.420277,16.548333,27/07/2021 02:00,0.21,0.2,-9999.0,0.03,0.96,1.93,0.42,7.93,5.72,1.57,0.04,29.51,0.05,,0.0,1008.34,0.0,6.92,25.31,1.27,95.52,-9999.0
Pisticci,40.420277,16.548333,27/07/2021 03:00,0.34,0.2,288.72,0.07,1.38,2.09,0.46,9.71,6.76,1.68,0.06,17.82,0.05,,0.0,1007.97,0.0,5.04,24.43,1.74,95.66,0.04
Pisticci,40.420277,16.548333,27/07/2021 04:00,0.17,0.2,314.85,0.16,0.76,2.04,0.45,11.41,7.76,1.83,0.08,14.39,0.12,,0.0,1007.91,0.0,-9999.0,23.82,1.64,96.49,0.15
Pisticci,40.420277,16.548333,27/07/2021 05:00,0.18,0.22,44.98,0.05,1.62,-9999.0,-9999.0,13.27,9.29,2.36,0.14,18.81,0.18,,0.0,1008.39,0.0,7.37,23.69,2.09,97.42,0.27
Pisticci,40.420277,16.548333,27/07/2021 06:00,0.25,-9999.0,47.16,0.12,0.88,1.96,0.53,17.52,12.47,3.3,0.13,33.09,0.18,,0.0,1008.83,43.82,9.05,24.8,1.98,93.37,0.13
Pisticci,40.420277,16.548333,27/07/2021 07:00,0.59,0.28,336.71,0.04,0.93,1.99,0.52,15.46,-9999.0,-9999.0,0.14,40.66,0.31,,0.0,1009.28,201.33,5.8,27.51,3.08,77.36,0.33
Pisticci,40.420277,16.548333,27/07/2021 08:00,0.82,0.22,158.19,0.56,1.09,1.88,0.39,9.03,6.36,1.63,0.09,65.53,0.43,,0.0,1009.37,396.72,7.96,31.04,3.86,62.76,0.46
Pisticci,40.420277,16.548333,27/07/2021 09:00,0.43,0.22,90.46,0.23,0.73,1.88,0.41,12.51,8.68,2.15,0.09,81.93,0.3,,0.0,1009.0,579.73,9.38,34.92,1.63,47.82,0.5
Pisticci,40.420277,16.548333,27/07/2021 10:00,0.49,0.23,67.02,0.14,0.34,1.86,0.41,9.11,6.32,1.53,0.11,101.9,0.03,,0.0,1008.69,744.07,9.55,37.83,9.07,39.54,0.97
Pisticci,40.420277,16.548333,27/07/2021 11:00,0.63,0.24,111.55,0.42,0.25,1.82,0.46,7.87,5.49,1.39,0.13,122.69,0.23,,0.0,1008.26,831.71,11.04,40.66,2.9,32.9,0.75
Pisticci,40.420277,16.548333,27/07/2021 12:00,0.57,0.24,66.65,0.1,0.41,1.79,0.49,4.18,3.41,1.21,0.07,126.94,0.33,,0.0,1007.74,907.45,9.37,42.31,3.31,26.99,1.48
Pisticci,40.420277,16.548333,27/07/2021 13:00,0.49,0.26,66.8,0.06,0.18,1.78,0.53,7.01,4.85,1.19,0.09,128.46,0.06,,0.0,1007.21,889.65,6.62,42.57,2.0,28.88,2.13
Pisticci,40.420277,16.548333,27/07/2021 14:00,0.56,0.27,111.73,0.17,0.04,1.76,0.56,7.78,5.19,1.19,0.15,127.05,0.15,,0.0,1006.59,775.52,7.12,43.09,1.79,29.44,2.02
Pisticci,40.420277,16.548333,27/07/2021 15:00,0.68,0.25,113.38,0.13,0.18,1.75,0.58,9.23,7.04,2.22,0.13,121.91,0.19,,0.0,1006.05,649.8,5.27,43.77,1.57,25.23,1.76
Pisticci,40.420277,16.548333,27/07/2021 16:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Pisticci,40.420277,16.548333,27/07/2021 17:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Pisticci,40.420277,16.548333,27/07/2021 18:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Pisticci,40.420277,16.548333,27/07/2021 19:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Pisticci,40.420277,16.548333,27/07/2021 20:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Pisticci,40.420277,16.548333,27/07/2021 21:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Pisticci,40.420277,16.548333,27/07/2021 22:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Pisticci,40.420277,16.548333,27/07/2021 23:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Pisticci,40.420277,16.548333,28/07/2021 00:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Pisticci,40.420277,16.548333,28/07/2021 01:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Pisticci,40.420277,16.548333,28/07/2021 02:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Pisticci,40.420277,16.548333,28/07/2021 03:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Pisticci,40.420277,16.548333,28/07/2021 04:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Pisticci,40.420277,16.548333,28/07/2021 05:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
